path,name,extension,size,mime_type,modified_time,wikilinks
knowledge_base/mathematics/path_integral.md,path_integral.md,.md,7103,text/markdown,2025-02-07T08:16:51.866348,knowledge_base/mathematics/statistical_physics|docs/api/numerical_methods|knowledge_base/cognitive/active_inference|docs/guides/implementation_patterns|knowledge_base/mathematics/monte_carlo|docs/api/numerical_methods#action-computation|knowledge_base/mathematics/variational_principles|knowledge_base/mathematics/expected_free_energy|docs/api/optimization_methods#trajectory-optimization|knowledge_base/mathematics/optimal_control|knowledge_base/mathematics/action_principle|knowledge_base/mathematics/variational_calculus|knowledge_base/mathematics/stochastic_processes|docs/api/numerical_methods#path-sampling|knowledge_base/mathematics/importance_sampling|knowledge_base/mathematics/gradient_descent|knowledge_base/mathematics/stochastic_optimization|docs/guides/implementation_patterns#policy-evaluation|knowledge_base/mathematics/numerical_integration
knowledge_base/mathematics/path_integral_implementation.md,path_integral_implementation.md,.md,8116,text/markdown,2025-02-07T08:16:51.866348,girolami_2011|metropolis_hastings|performance_testing|importance_sampling|dual_averaging|neal_2011|conservation_laws|hamiltonian_monte_carlo|discrete_mechanics|integration_testing|energy_functionals|numerical_discretization|step_size_adaptation|adaptive_mcmc|distributed_computing|error_analysis|unit_testing|betancourt_2017|variational_inference|finite_elements|numerical_stability|profiling|leapfrog_integration|parallel_processing|natural_gradients|elbo_optimization|hoffman_2014|free_energy_principle|benchmarking|gpu_acceleration|path_entropy|path_integral_control|test_driven_development|policy_gradients
knowledge_base/mathematics/path_integral_theory.md,path_integral_theory.md,.md,6570,text/markdown,2025-02-07T08:16:51.869682,effective_field_theory|finite_difference|geometric_phase|legendre_transform|fiber_bundles|variational_calculus|quantum_field_theory|feynman_1965|universality|generating_functional|response_theory|quantum_mechanics|holonomy|critical_dynamics|feynman_kac|langevin_dynamics|renormalization_flow|kleinert_2009|scaling_theory|correlation_functions|ward_identities|mcmc_methods|friston_2019|information_geometry|dissipation_function|fluctuation_theorems|self_organization|critical_phenomena|sobolev_spaces|measure_space|berry_connection|pattern_formation|variational_integrators|zinn_justin_2002|thermodynamic_beta|path_space_free_energy|synchronization_dynamics|collective_behavior|banach_spaces|quantum_statistics|variational_density|field_theory|wiener_measure|phase_transitions|partition_function|free_energy_principle|action_functional|markov_blanket_theory|wiener_process|symplectic_integrators|hybrid_monte_carlo|non_equilibrium_processes|drift_field|diffusion_tensor|target_density|hamiltonian_functional|hilbert_spaces|functional_measure|stochastic_differential_equations
knowledge_base/mathematics/path_integral_verification.md,path_integral_verification.md,.md,6537,text/markdown,2025-02-07T08:16:51.869682,stochastic_analysis|kolmogorov_extension|kubo_formulas|numerical_analysis|convergence_analysis|performance_optimization|pavliotis_2014|error_propagation|continuous_integration|hairer_2006|quantum_mechanics|cylinder_measure|frechet_spaces|convergence_diagnostics|topological_vector_spaces|integration_testing|mcmc_diagnostics|spectral_theory|onsager_relations|error_estimation|optimization_techniques|information_geometry|discretization_theory|weak_convergence|unit_testing|stability_theory|wasserstein_metrics|adaptive_methods|energy_conservation|fisher_information|jensen_inequality|geometric_integration|glimm_1987|normalization_conditions|graham_2006|variational_principles|nuclear_spaces|field_theory|complexity_analysis|symplectic_methods|radon_nikodym_theorem|natural_gradient|gaussian_measures|computational_physics|unbounded_operators|parallel_efficiency|effective_sample_size|fluctuation_dissipation|fredholm_theory|gibbs_measures|thermodynamic_consistency|lebesgue_integration
knowledge_base/mathematics/policy_selection.md,policy_selection.md,.md,3632,text/markdown,2025-02-07T08:16:51.869682,friston_policies|implementation_examples|batch_processing|option_framework|tree_search|action_constraints|action_selection|policy_caching|active_inference_control|epsilon_greedy|planning|pruning_strategies|precision_adaptation|B_matrix|active_inference_loop|parallelization|policy_convergence|pragmatic_value|optimality_guarantees|abstraction_levels|E_matrix|thompson_sampling|monte_carlo|C_matrix|greedy_selection|decision_theory|expected_free_energy|A_matrix|hierarchical_policies|numerical_stability|sampling_efficiency|trajectory_optimization|exploration_control|exploration_exploitation|scalability|reinforcement_learning|epistemic_value|temperature_annealing|optimal_control|precision_parameter
knowledge_base/mathematics/pragmatic_value.md,pragmatic_value.md,.md,7714,text/markdown,2025-02-07T08:16:51.869682,goal_visualization|performance_metrics|policy_selection|goal_specification|state_estimation|sutton_barto_2018|utility_metrics|efe_components|von_neumann_1944|policy_gradient|goal_metrics|probability_distributions|preference_learning|friston_2017|model_predictive_control|numerical_methods|preference_encoding|C_matrix|value_visualization|decision_theory|expected_free_energy|numerical_stability|value_function|policy_evaluation|preference_visualization|cost_function|utility_theory|utility_maximization|bertsekas_2005|free_energy_principle|temperature_parameter|exploration_exploitation|epistemic_value|reward_function|optimal_control|active_inference
knowledge_base/mathematics/probability_theory.md,probability_theory.md,.md,9647,text/markdown,2025-02-07T08:16:51.869682,transition_matrix|posterior_computation|probability_measure|poisson_process|measurable_functions|importance_sampling|natural_parameters|vectorized_sampling|statistical_foundations|stable_sampling|billingsley|chain_rule|durrett|mcmc_methods|overflow_prevention|../../docs/research/research_documentation_index|robert_casella|parallel_mcmc|expectation_theory|renewal_process|williams|rejection_sampling|../../docs/api/api_documentation_index|adaptive_methods|stationary_distribution|../../docs/examples/usage_examples_index|conditional_probability|../../docs/guides/implementation_guides_index|sufficient_statistics|bayes_theorem|markov_property|underflow_prevention|information_theory|distribution_theory|conjugate_priors|sigma_algebra|hawkes_process|log_domain_computation|caching_strategies|measure_theory
knowledge_base/mathematics/statistical_foundations.md,statistical_foundations.md,.md,3856,text/markdown,2025-02-07T08:16:51.869682,stochastic_processes|posterior_computation|particle_methods|bootstrapping|maximum_likelihood|convergence_analysis|importance_sampling|information_bottleneck|conjugate_gradients|hypothesis_testing|model_diagnostics|mcmc|cross_validation|prior_distributions|probability_theory|probabilistic_programming|mackay|stochastic_optimization|entropy|rate_distortion|../../docs/research/research_documentation_index|visualization_tools|robert_casella|martingales|probability_distributions|monte_carlo|../../docs/api/api_documentation_index|fisher_information|gradient_descent|ergodic_theory|variational_inference|../../docs/examples/usage_examples_index|conditional_probability|bayesian_inference|../../docs/guides/implementation_guides_index|regression_analysis|variational_bayes|confidence_intervals|casella_berger|kl_divergence|message_passing|statistical_computing|natural_gradients|random_variables|complexity_analysis|sensitivity_analysis|probability_axioms|bishop|information_theory|stability_analysis|mutual_information|information_gain|variational_methods|residual_analysis|inference_engines|model_selection|expectation_maximization|channel_capacity|measure_theory
knowledge_base/mathematics/taylor_series.md,taylor_series.md,.md,3623,text/markdown,2025-02-07T08:16:51.869682,
knowledge_base/mathematics/temperature_parameter.md,temperature_parameter.md,.md,10417,text/markdown,2025-02-07T08:16:51.869682,convergence_control|kirkpatrick_1983|mackay_2003|exploration_strategies|hyperparameter_optimization|policy_selection|exploration_methods|sutton_barto_2018|sampling_strategies|parameter_scaling|optimization_theory|parameter_tuning|decision_making|efe_components|stochastic_optimization|pragmatic_value|visualization_methods|probability_distributions|search_strategies|softmax_function|annealing_schedules|optimization_parameters|friston_2017|learning_visualization|convergence_metrics|numerical_methods|uncertainty_estimation|belief_updating|performance_evaluation|decision_theory|expected_free_energy|learning_rate|exploration_visualization|learning_dynamics|numerical_stability|decision_visualization|computational_efficiency|gradient_methods|parameter_sensitivity|adaptive_control|sensitivity_analysis|statistical_mechanics|exploration_control|information_theory|exploration_exploitation|epistemic_value|optimization_strategies|exploration_metrics|precision_parameter
knowledge_base/mathematics/uncertainty_resolution.md,uncertainty_resolution.md,.md,13532,text/markdown,2025-02-07T08:16:51.869682,visualization_guide|convergence_control|statistical_inference|mackay_2003|convergence_analysis|action_selection|interactive_tools|exploration_strategies|optimization_algorithms|information_metrics|information_bounds|spatial_visualization|optimization_theory|entropy|information_geometry|visualization_methods|probability_distributions|friston_2017|information_theory_axioms|numerical_methods|belief_updating|performance_evaluation|interactive_visualization|decision_theory|learning_dynamics|lindley_1956|numerical_stability|information_seeking|optimal_experiment_design|chaloner_1995|kl_divergence|temporal_visualization|computational_efficiency|uncertainty_quantification|information_theory|mutual_information|plotting_utilities|active_learning|information_gain|state_space_visualization|statistical_tests|active_inference
knowledge_base/mathematics/variational_calculus.md,variational_calculus.md,.md,11152,text/markdown,2025-02-07T08:16:51.869682,numerical_schemes|calculus_of_variations|quantum_computation|quantum_field_theory|symplectic_geometry|optimization_algorithms|jordan_1998|noether_theorem|information_metrics|pontryagin_principle|quantum_mechanics|transportation_theory|statistical_field_theory|optimization_theory|probability_theory|statistical_manifolds|stochastic_optimization|active_inference|statistical_physics|../../docs/research/research_documentation_index|information_geometry|blei_2017|critical_phenomena|geometric_methods|partition_functions|probabilistic_models|machine_learning|../../docs/api/api_documentation_index|metric_spaces|scientific_computing|gelfand_fomin|amari_2000|giaquinta_hildebrandt|fisher_information|../../docs/examples/usage_examples_index|variational_inference|functional_analysis|bayesian_inference|../../docs/guides/implementation_guides_index|thermodynamics|signal_processing|differential_geometry|hamilton_jacobi_bellman|optimal_transport|field_theory|quantum_methods|artificial_intelligence|principle_of_least_action|kappen|gauge_theory|gelfand_2000|normalizing_flows|hamiltonian_mechanics|statistical_mechanics|natural_gradient_descent|friston|information_theory|wasserstein_geometry|free_energy_principle|gradient_flows|quantum_variational|variational_methods|path_integral_free_energy|deep_learning|lagrangian_mechanics|classical_mechanics|dynamical_systems|path_integral_control|field_theories|optimal_control|measure_theory|feynman_path_integral|variational_autoencoders|schrodinger_equation
knowledge_base/mathematics/variational_inference.md,variational_inference.md,.md,4338,text/markdown,2025-02-12T08:35:28.485361,kingma_2014|jordan_1999|free_energy_principle|variational_calculus|variational_methods|bayesian_inference|information_geometry|blei_2017|rezende_2015|active_inference
knowledge_base/mathematics/variational_methods.md,variational_methods.md,.md,11625,text/markdown,2025-02-07T08:16:51.869682,wainwright_2008|state_estimation|particle_filtering|probabilistic_programming|statistical_physics|mcmc_methods|blei_2017|hoffman_2013|variational_sequential_monte_carlo|belief_updating|accuracy_metrics|../../docs/examples/usage_examples_index|functional_analysis|automatic_differentiation|../../docs/guides/implementation_guides_index|numerical_stability|optimal_transport|hamiltonian_mc|computational_efficiency|complexity_analysis|natural_gradients|free_energy_principle|hyperparameter_tuning|path_integral_free_energy|multivariate_statistics|jordan_1999|deep_generative_models|variational_calculus|adversarial_variational_bayes|graphical_models|trust_region|kingma_2014|optimization_methods|stochastic_optimization|inference_algorithms|information_geometry|copula_inference|monte_carlo_methods|../../docs/api/api_documentation_index|scientific_computing|bayesian_inference|quasi_newton|neural_inference|probabilistic_inference|deep_learning|dynamical_systems|rezende_2015|zhang_2018|active_inference|time_series_models|convergence_analysis|factor_graphs|optimization_theory|predictive_coding|probability_theory|markov_random_fields|../../docs/research/research_documentation_index|belief_propagation|variational_sampling|gradient_descent|robustness_tests|belief_networks|bayesian_neural_networks|expectation_maximization|sequential_mc|message_passing|sampling_approaches|numerical_implementations|importance_sampling|hierarchical_inference|decision_making|program_synthesis|conjugate_gradient|free_energy|differential_geometry|distributed_inference|numerical_optimization|bayesian_statistics|flow_based_models|information_theory|convergence_criteria
knowledge_base/mathematics/vfe_components.md,vfe_components.md,.md,6141,text/markdown,2025-02-07T08:16:51.869682,free_energy_minimization|likelihood_theory|buckley_2017|convergence_analysis|performance_analysis|free_energy_landscape|friston_2006|learning_dynamics|information_complexity|model_complexity|model_selection|model_comparison|belief_evolution|learning_trajectory|optimization_theory|bogacz_2017
knowledge_base/mathematics/index.md,index.md,.md,5437,text/markdown,2025-02-07T10:46:18.704360,mathematics/optimization/gradient|mathematics/dynamics/continuous|mathematics/dynamics/stochastic|mathematics/information/mutual_information|mathematics/applications/algorithms|mathematics/tools/information|docs/examples/math_examples|mathematics/applications/simulation|mathematics/probability/distributions|mathematics/applications/dynamics|docs/api/math_api|mathematics/probability/basics|mathematics/statistics/dimensionality|learning_paths/mathematics|mathematics/statistics/estimation|mathematics/geometry/metrics|probability_theory|docs/guides/math_guides|mathematics/tools/dynamics|mathematics/applications/inference|mathematics/applications/optimization|knowledge_base/mathematics/applications|mathematics/information/entropy|mathematics/geometry/geodesics|mathematics/information/kl_divergence|mathematics/tools/symbolic|mathematics/tools/statistical|mathematics/applications/networks|mathematics/information/fisher_information|mathematics/probability/sampling|tutorials/mathematics|guides/mathematics/best_practices|mathematics/tools/probability|mathematics/tools/numerical|mathematics/probability/bayesian|mathematics/statistics/hypothesis|mathematics/applications/learning|mathematics/geometry/manifolds|mathematics/tools/optimization|mathematics/applications/control|mathematics/statistics/regression|mathematics/dynamics/discrete|mathematics/optimization/stochastic|information_theory|mathematics/optimization/variational|optimization|knowledge_base/mathematics/concepts|mathematics/dynamics/chaos|mathematics/tools/plotting|knowledge_base/mathematics/methods|mathematics/optimization/constrained|mathematics/applications/emergence|mathematics/tools/geometry|mathematics/geometry/connections
knowledge_base/mathematics/free_energy.md,free_energy.md,.md,9198,text/markdown,2025-02-11T08:01:12.998552,symbolic_free_energy|bethe_approximation|friston_2010|wainwright_2008|state_estimation|mean_field_theory|monte_carlo_free_energy|optimization_theory|predictive_coding|probability_theory|parr_2020|neuroscience_applications|information_geometry|neural_free_energy|parameter_estimation|belief_updating|variational_inference|expected_free_energy|quantum_free_energy|robotics_applications|path_integral_methods|representation_learning|kl_divergence|adaptive_control|information_theory|wasserstein_geometry|relativistic_free_energy|path_integral_free_energy|prediction_error|model_selection|optimal_control|active_inference|amari_2016|learning_theory
knowledge_base/mathematics/path_integral_free_energy.md,path_integral_free_energy.md,.md,7588,text/markdown,2025-02-11T08:01:12.998552,molecular_dynamics|biological_physics|stochastic_processes|quantum_computation|relativistic_path_integral|feynman_1965|quantum_mechanics|fisher_rao_metric|neural_dynamics|symplectic_structure|kleinert_2009|seifert_2012|friston_2019|information_geometry|fluctuation_theorems|self_organization|critical_phenomena|machine_learning|stochastic_thermodynamics|quantum_fluctuations|quantum_control|expected_free_energy|variational_principles|statistical_mechanics|tensor_networks|free_energy_principle|variational_free_energy|field_theoretic_extension|decoherence|quantum_path_integral|thermodynamic_formulation|optimal_control|active_inference
knowledge_base/mathematics/mathematical_foundations.md,mathematical_foundations.md,.md,7211,text/markdown,2025-02-12T08:35:04.252143,variational_calculus|neural_engineering|clinical_applications|policy_selection|friston_2010|complex_systems|quantum_mechanics|active_inference_loop|cognitive_control|cognitive_robotics|statistical_physics|information_geometry|causal_inference|educational_systems|amari_2000|variational_inference|parr_friston_2019|systems_theory|active_inference_pomdp|information_theory|jordan_1999|free_energy_principle|variational_methods|path_integral_free_energy|active_inference_theory|dynamical_systems|optimal_control|active_inference
knowledge_base/mathematics/path_integral_information.md,path_integral_information.md,.md,5743,text/markdown,2025-02-12T08:47:13.428474,amari_2000|path_integral_theory|crutchfield_2012|information_theory|free_energy_principle|information_gain|feynman_1948|friston_2019|information_geometry|path_integral|active_inference
knowledge_base/mathematics/path_integral_connections.md,path_integral_connections.md,.md,6367,text/markdown,2025-02-12T08:53:17.179864,amari_2000|path_integral_theory|natural_gradient_descent|information_theory|variational_inference|free_energy_principle|variational_calculus|path_integral_information|variational_methods|feynman_1948|friston_2019|information_geometry|mathematical_foundations|pearl_2009|hamiltonian_monte_carlo|active_inference|monte_carlo_methods|path_integral_implementation
knowledge_base/systems/systems_theory.md,systems_theory.md,.md,4798,text/markdown,2025-02-07T09:54:53.068485,mathematics/information_geometry|cognitive/collective_behavior|cognitive/neural_computation|cognitive/complex_systems_biology|cognitive/swarm_intelligence|cognitive/predictive_processing|cognitive/precision_weighting|cognitive/action_selection|cognitive/active_inference|cognitive/learning_mechanisms|cognitive/hierarchical_processing|cognitive/emergence_self_organization|cognitive/free_energy_principle|cognitive/prediction_error|cognitive/neural_plasticity|cognitive/cognitive_architecture|mathematics/differential_geometry|mathematics/information_theory|cognitive/social_cognition|mathematics/path_integral_theory
knowledge_base/systems/index.md,index.md,.md,7692,text/markdown,2025-02-07T10:49:25.840940,systems/mathematics/bifurcation_theory|systems/mathematics/phase_space|knowledge_base/systems/methods|docs/examples/systems_examples|systems/applications/cellular_systems|systems/research/collective_intelligence|systems/applications/cultural_systems|systems/dynamics/bifurcations|systems/research/adaptive_systems|complex_systems|systems/research/complex_networks|systems/mathematics/entropy|systems/mathematics/graph_theory|systems/questions/complexity_measures|systems/mathematics/differential_equations|learning_paths/systems|systems/fundamentals/self_organization|emergence|systems/fundamentals/systems_theory|systems/mathematics/statistical_mechanics|docs/api/systems_api|systems/applications/artificial_life|systems/fundamentals/complexity|systems/research/emergence_computation|systems/applications/robotic_systems|systems/dynamics/nonlinear|systems/questions/self_organization|systems/dynamics/stability|systems/properties/hierarchy|systems/applications/organizational_systems|systems/fundamentals/emergence|systems/questions/emergence_causation|systems/mathematics/network_dynamics|knowledge_base/systems/concepts|knowledge_base/systems/applications|systems/applications/evolutionary_systems|systems_theory|systems/mathematics/network_topology|systems/applications/social_networks|systems/applications/economic_systems|systems/properties/feedback|systems/mathematics/stability_analysis|docs/guides/systems_guides|systems/applications/ecological_systems|systems/mathematics/network_metrics|systems/dynamics/attractors|systems/applications/adaptive_systems|systems/applications/neural_systems|systems/mathematics/criticality|systems/applications/learning_systems|guides/systems/best_practices|systems/properties/wholeness|systems/mathematics/phase_transitions|tutorials/systems|systems/questions/criticality|systems/properties/homeostasis
knowledge_base/systems/Bioregional Stewardship Theory.md,Bioregional Stewardship Theory.md,.md,0,text/markdown,2025-02-11T08:13:06.174426,
knowledge_base/systems/Traditional Ecological Knowledge.md,Traditional Ecological Knowledge.md,.md,0,text/markdown,2025-02-11T08:13:12.114392,
knowledge_base/systems/Social-Ecological Systems.md,Social-Ecological Systems.md,.md,0,text/markdown,2025-02-11T08:13:19.054352,
knowledge_base/systems/Adaptive Comanagement.md,Adaptive Comanagement.md,.md,0,text/markdown,2025-02-11T08:13:27.387637,
knowledge_base/systems/Resilience Thinking.md,Resilience Thinking.md,.md,0,text/markdown,2025-02-11T08:13:25.344316,
knowledge_base/BioFirm/biofirm_schema.md,biofirm_schema.md,.md,11724,text/markdown,2025-02-12T06:50:02.178189,Active_Inference/Inference_Methods|Active_Inference/Likelihood_Mapping|Active_Inference/Inference_Configuration|Active_Inference/Observation_Space|Active_Inference/Control_Parameters|Active_Inference/Environmental_States|Active_Inference/Economic_Metrics|Active_Inference/State_Labels|Active_Inference/A_Matrix|Bioregional_Stewardship|Active_Inference/Free_Energy_Types|Active_Inference/Bioregional_States|Active_Inference/Sensory_States|Active_Inference/Variational_Parameters|Active_Inference/Precision_Dynamics|Active_Inference/Exploratory_Behavior|Active_Inference/State_Representation|Adaptation_Strategies|Active_Inference/Action_Space|Active_Inference/Stewardship_Modes|Advanced_Stewardship|Active_Inference/Control_Modes|Active_Inference/State_Mappings|Active_Inference/Performance_Tracking|Active_Inference/Homeostatic_Control|Learning_Mechanisms|Active_Inference/Intervention_Analysis|Active_Inference/Performance_Metrics|Active_Inference/Visualization|Active_Inference/Free_Energy_Principle|Active_Inference/Climate_Metrics|Active_Inference/State_Transitions|Active_Inference/B_Matrix|Active_Inference/State_Space|Active_Inference/Ecological_Metrics|Active_Inference/Climate_States|Active_Inference/Performance_Evaluation|Bioregional_Stewardship_Theory|Active_Inference/System_Definition|Active_Inference/Policy_Types|Active_Inference/Belief_Initialization|Active_Inference/Spatial_Scale|Bioregional_State_Space|Traditional_Ecological_Knowledge|Active_Inference/Social_Metrics|Active_Inference/Transition_Model|Active_Inference/Observation_Model|Active_Inference/Dynamic_Model|Active_Inference/Visualization_Tools|Active_Inference/Hidden_States|Active_Inference/Hierarchical_State_Space|Active_Inference/Social_States|Active_Inference/Planning_Horizon|Active_Inference/Generative_Model_Matrices|Active_Inference/Sensory_Precision|Adaptive_Comanagement|Active_Inference/Generative_Models|Active_Inference/Temporal_Scale|Active_Inference/Generative_Process|Active_Inference/Observation_Noise|Active_Inference/Analysis_Framework|Active_Inference/Markov_Blankets|Active_Inference/Economic_States|Active_Inference/State_Visualization|Active_Inference/Cross_Scale_Analysis|Resilience_Thinking|Active_Inference/Hierarchical_Models|biofirm_framework|Active_Inference/Variational_Inference|Active_Inference/D_Matrix|Active_Inference/State_Dimensionality|Active_Inference/C_Matrix|Active_Inference/Extension_Points|Active_Inference/System_Configuration|Active_Inference/Stewardship_Metrics|Active_Inference/Goal_Directed_Control|Active_Inference/Matrix_Specifications|Social_Ecological_Systems
knowledge_base/BioFirm/biofirm.py,biofirm.py,.py,19344,text/x-python,2025-02-11T08:56:46.768163,
knowledge_base/BioFirm/ecological_active_inference.md,ecological_active_inference.md,.md,6914,text/markdown,2025-02-12T06:50:02.188189,mathematics/measure_theory|cognitive/performance_evaluation|cognitive/predictive_coding|cognitive/collective_behavior|systems/Traditional_Ecological_Knowledge|cognitive/complex_systems_biology|mathematics/policy_selection|cognitive/predictive_processing|systems/Social-Ecological_Systems|cognitive/precision_weighting|cognitive/metacognition|mathematics/bayesian_brain|biofirm_framework|cognitive/active_inference|cognitive/perceptual_inference|mathematics/variational_methods|cognitive/active_inference#Ecological_Control|cognitive/action_selection|cognitive/predictive_perception|systems/Adaptive_Comanagement|cognitive/learning_mechanisms|systems/Bioregional_Stewardship_Theory|cognitive/cognitive_control|cognitive/risk_assessment|cognitive/free_energy_principle|mathematics/uncertainty_resolution|mathematics/optimization_theory|mathematics/optimal_control|cognitive/attention_mechanisms|mathematics/network_theory|cognitive/neural_plasticity|cognitive/active_inference#Ecological_Dynamics|mathematics/differential_geometry|mathematics/information_theory|cognitive/information_processing|systems/Resilience_Thinking|systems/systems_theory|systems/systems_theory#Functions|mathematics/temporal_dynamics|cognitive/social_cognition|cognitive/belief_initialization|cognitive/active_inference#Ecological_Inference|Ecological_Active_Inference|cognitive/active_inference#Ecological_States|mathematics/statistical_foundations|mathematics/probability_theory|mathematics/path_integral_theory
knowledge_base/BioFirm/socioeconomic_active_inference.md,socioeconomic_active_inference.md,.md,5810,text/markdown,2025-02-12T06:50:02.188189,Governance_Systems|biofirm_framework|Active_Inference/Social_States|Community_Development|Sustainable_Economics|Economic_Systems|Active_Inference/Economic_Control|Active_Inference/Free_Energy_Principle|Active_Inference/Social_Control|Social_Systems|Active_Inference/Social_Learning|Active_Inference|Active_Inference/Socioeconomic_Dynamics|Active_Inference/Socioeconomic_Learning|Socioeconomic_Active_Inference
knowledge_base/BioFirm/biofirm_active_inference_connections.md,biofirm_active_inference_connections.md,.md,9630,text/markdown,2025-02-11T08:55:53.158490,mathematics/measure_theory|mathematics/information_geometry|cognitive/predictive_coding|systems/complex_systems|cognitive/active_inference#Markov_Blankets|mathematics/category_theory|cognitive/complex_systems_biology|BioFirm_Active_Inference_Integration|mathematics/policy_selection|cognitive/swarm_intelligence|cognitive/predictive_processing|cognitive/parameter_learning|systems/adaptive_management|systems/Social-Ecological_Systems|cognitive/adaptive_control|systems/adaptive_capacity|mathematics/expected_free_energy|cognitive/action_selection|cognitive/distributed_learning|cognitive/active_inference|cognitive/perceptual_inference|mathematics/variational_methods|cognitive/predictive_perception|cognitive/collective_intelligence|cognitive/social_cognition_detailed|mathematics/information_theory#Surprise|cognitive/learning_mechanisms|systems/systems_theory#Boundaries|cognitive/hierarchical_processing|systems/cross_scale_integration|cognitive/hierarchical_models|systems/temporal_integration|cognitive/emergence_self_organization|cognitive/meta_learning|mathematics/state_space_theory|cognitive/free_energy_principle|mathematics/variational_free_energy|systems/transformation_theory|systems/emergence|systems/recovery_dynamics|systems/resilience_patterns|mathematics/differential_geometry|mathematics/information_theory|cognitive/belief_propagation|systems/domain_integration|mathematics/efe_components|cognitive/transfer_learning|cognitive/social_cognition|cognitive/belief_initialization|cognitive/structure_learning|mathematics/statistical_foundations|mathematics/probability_theory|mathematics/path_integral_theory
